event,player,selectionLabel,odds_decimal_betinia,status_selection_betinia,marketLabel,deadline_x,odds_decimal_expekt,status_selection_expekt,deadline_y,odds_decimal_betano,status_selection_betano,deadline,payout_betinia,payout_expekt,payout_betano,ratio_betinia_over_expekt,ratio_expekt_over_betinia,ratio_betinia_over_betano,ratio_betano_over_betinia,ratio_expekt_over_betano,ratio_betano_over_expekt,best_payout,best_bookmaker,second_best_payout,ratio_best_over_second
Eintracht Frankfurt vs Borussia Dortmund,Serhou Guirassy,Over 5.5,,,Spillers samlede antal skud | Serhou Guirassy,,4.5,Open,2026-01-09T19:30:00+00:00,7.9,Open,2026-01-09T19:30:00+00:00,,4.5,7.9,,,,,0.5696202531645569,1.7555555555555555,7.9,Betano,4.5,1.7555555555555555
Eintracht Frankfurt vs Borussia Dortmund,Ritsu Doan,Over 4.5,,,Spillers samlede antal skud | Ritsu Doan,,9.5,Open,2026-01-09T19:30:00+00:00,16.5,Open,2026-01-09T19:30:00+00:00,,9.5,16.5,,,,,0.5757575757575758,1.736842105263158,16.5,Betano,9.5,1.736842105263158
Eintracht Frankfurt vs Borussia Dortmund,Younes Ebnoutalib,Over 2.5,1.6154,Open,Spillers samlede antal skud | Younes Ebnoutalib,nan,1.73,Open,2026-01-09T19:30:00+00:00,3.0,Open,2026-01-09T19:30:00+00:00,1.6154,1.73,3.0,0.933757225433526,1.0709421815030333,0.5384666666666666,1.857125170236474,0.5766666666666667,1.7341040462427746,3.0,Betano,1.73,1.7341040462427746
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Over 0.5,2.75,Open,Antal afslutninger på mål | Nathaniel Brown,nan,1.91,Open,2026-01-09T19:30:00+00:00,4.75,Open,2026-01-09T19:30:00+00:00,2.75,1.91,4.75,1.4397905759162304,0.6945454545454545,0.5789473684210527,1.7272727272727273,0.40210526315789474,2.486910994764398,4.75,Betano,2.75,1.7272727272727273
Eintracht Frankfurt vs Borussia Dortmund,Nico Schlotterbeck,Over 0.5,5.0,Open,Spillers samlede antal assister | Nico Schlotterbeck,nan,11.0,Open,2026-01-09T19:30:00+00:00,6.4,Open,2026-01-09T19:30:00+00:00,5.0,11.0,6.4,0.45454545454545453,2.2,0.78125,1.28,1.71875,0.5818181818181819,11.0,Expekt,6.4,1.71875
Eintracht Frankfurt vs Borussia Dortmund,Aurele Amenda,Over 0.5,9.0,Open,Spillers samlede antal assister | Aurele Amenda,nan,19.0,Open,2026-01-09T19:30:00+00:00,11.25,Open,2026-01-09T19:30:00+00:00,9.0,19.0,11.25,0.47368421052631576,2.111111111111111,0.8,1.25,1.6888888888888889,0.5921052631578947,19.0,Expekt,11.25,1.6888888888888889
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Over 1.5,1.7143,Open,Spiller Frispark Begået | Mahmoud Dahoud,nan,2.88,Open,2026-01-09T19:30:00+00:00,,,,1.7143,2.88,,0.5952430555555556,1.6799860001166658,,,,,2.88,Expekt,1.7143,1.6799860001166658
Eintracht Frankfurt vs Borussia Dortmund,Timothy Chandler,Over 1.5,2.25,Open,Spiller Frispark Begået | Timothy Chandler,nan,3.75,Open,2026-01-09T19:30:00+00:00,,,,2.25,3.75,,0.6,1.6666666666666667,,,,,3.75,Expekt,2.25,1.6666666666666667
Eintracht Frankfurt vs Borussia Dortmund,Younes Ebnoutalib,Over 1.5,2.4,Open,Antal afslutninger på mål | Younes Ebnoutalib,nan,2.8,Open,2026-01-09T19:30:00+00:00,4.65,Open,2026-01-09T19:30:00+00:00,2.4,2.8,4.65,0.8571428571428572,1.1666666666666667,0.5161290322580645,1.9375000000000002,0.6021505376344085,1.660714285714286,4.65,Betano,2.8,1.660714285714286
Eintracht Frankfurt vs Borussia Dortmund,Carney Chukwuemeka,Over 0.5,1.75,Open,Antal afslutninger på mål | Carney Chukwuemeka,nan,1.7,Open,2026-01-09T19:30:00+00:00,2.87,Open,2026-01-09T19:30:00+00:00,1.75,1.7,2.87,1.0294117647058825,0.9714285714285714,0.6097560975609756,1.6400000000000001,0.5923344947735191,1.688235294117647,2.87,Betano,1.75,1.6400000000000001
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Yes,5.5,Open,Spiller får kort | Julian Brandt,nan,9.0,Open,2026-01-09T19:30:00+00:00,5.3,Open,2026-01-09T19:30:00+00:00,5.5,9.0,5.3,0.6111111111111112,1.6363636363636365,1.0377358490566038,0.9636363636363636,1.6981132075471699,0.5888888888888889,9.0,Expekt,5.5,1.6363636363636365
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Over 1.5,3.6,Open,Spiller Frispark Begået | Nathaniel Brown,nan,2.2,Open,2026-01-09T19:30:00+00:00,,,,3.6,2.2,,1.6363636363636362,0.6111111111111112,,,,,3.6,Betinia,2.2,1.6363636363636362
Eintracht Frankfurt vs Borussia Dortmund,Julien Duranville,Over 1.5,1.9,Open,Spiller Frispark Begået | Julien Duranville,nan,3.1,Open,2026-01-09T19:30:00+00:00,,,,1.9,3.1,,0.6129032258064515,1.6315789473684212,,,,,3.1,Expekt,1.9,1.6315789473684212
Eintracht Frankfurt vs Borussia Dortmund,Jessic Ngankam,Over 2.5,1.85,Open,Spillers samlede antal skud | Jessic Ngankam,nan,1.75,Open,2026-01-09T19:30:00+00:00,3.0,Open,2026-01-09T19:30:00+00:00,1.85,1.75,3.0,1.0571428571428572,0.9459459459459459,0.6166666666666667,1.6216216216216215,0.5833333333333334,1.7142857142857142,3.0,Betano,1.85,1.6216216216216215
Eintracht Frankfurt vs Borussia Dortmund,Arthur Theate,Over 0.5,3.0,Open,Antal afslutninger på mål | Arthur Theate,nan,5.0,Open,2026-01-09T19:30:00+00:00,3.1,Open,2026-01-09T19:30:00+00:00,3.0,5.0,3.1,0.6,1.6666666666666667,0.9677419354838709,1.0333333333333334,1.6129032258064515,0.62,5.0,Expekt,3.1,1.6129032258064515
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Over 1.5,2.3637,Open,Spiller Frispark Begået | Daniel Svensson,nan,3.8,Open,2026-01-09T19:30:00+00:00,,,,2.3637,3.8,,0.6220263157894738,1.6076490248339466,,,,,3.8,Expekt,2.3637,1.6076490248339466
Eintracht Frankfurt vs Borussia Dortmund,Yan Couto,Over 2.5,,,Antal afslutninger på mål | Yan Couto,,15.0,Open,2026-01-09T19:30:00+00:00,24.0,Open,2026-01-09T19:30:00+00:00,,15.0,24.0,,,,,0.625,1.6,24.0,Betano,15.0,1.6
Eintracht Frankfurt vs Borussia Dortmund,Ritsu Doan,Over 2.5,2.25,Open,Spillers samlede antal skud | Ritsu Doan,nan,2.6,Open,2026-01-09T19:30:00+00:00,4.15,Open,2026-01-09T19:30:00+00:00,2.25,2.6,4.15,0.8653846153846153,1.1555555555555557,0.5421686746987951,1.8444444444444446,0.6265060240963856,1.5961538461538463,4.15,Betano,2.6,1.5961538461538463
Eintracht Frankfurt vs Borussia Dortmund,Jessic Ngankam,Yes,3.6,Open,Spiller får kort | Jessic Ngankam,nan,2.88,Open,2026-01-09T19:30:00+00:00,5.7,Open,2026-01-09T19:30:00+00:00,3.6,2.88,5.7,1.25,0.7999999999999999,0.631578947368421,1.5833333333333333,0.5052631578947369,1.9791666666666667,5.7,Betano,3.6,1.5833333333333333
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Over 1.5,12.0,Open,Antal afslutninger på mål | Nathaniel Brown,nan,5.5,Open,2026-01-09T19:30:00+00:00,19.0,Open,2026-01-09T19:30:00+00:00,12.0,5.5,19.0,2.1818181818181817,0.4583333333333333,0.631578947368421,1.5833333333333333,0.2894736842105263,3.4545454545454546,19.0,Betano,12.0,1.5833333333333333
Eintracht Frankfurt vs Borussia Dortmund,Salih Özcan,Yes,3.0,Open,Spiller får kort | Salih Özcan,nan,,,,4.75,Open,2026-01-09T19:30:00+00:00,3.0,,4.75,,,0.631578947368421,1.5833333333333333,,,4.75,Betano,3.0,1.5833333333333333
Eintracht Frankfurt vs Borussia Dortmund,Aurele Amenda,Over 2.5,2.8572,Open,Spillers samlede antal tacklinger | Aurele Amenda,nan,4.5,Open,2026-01-09T19:30:00+00:00,,,,2.8572,4.5,,0.6349333333333333,1.5749685006299874,,,,,4.5,Expekt,2.8572,1.5749685006299874
Eintracht Frankfurt vs Borussia Dortmund,Waldemar Anton,Over 0.5,7.0,Open,Spillers samlede antal assister | Waldemar Anton,nan,11.0,Open,2026-01-09T19:30:00+00:00,,,,7.0,11.0,,0.6363636363636364,1.5714285714285714,,,,,11.0,Expekt,7.0,1.5714285714285714
Eintracht Frankfurt vs Borussia Dortmund,Filippo Calixte Mane,Over 0.5,3.2,Open,Antal afslutninger på mål | Filippo Calixte Mane,nan,,,,5.0,Open,2026-01-09T19:30:00+00:00,3.2,,5.0,,,0.64,1.5625,,,5.0,Betano,3.2,1.5625
Eintracht Frankfurt vs Borussia Dortmund,Jessic Ngankam,Over 2.5,,,Antal afslutninger på mål | Jessic Ngankam,,8.0,Open,2026-01-09T19:30:00+00:00,12.5,Open,2026-01-09T19:30:00+00:00,,8.0,12.5,,,,,0.64,1.5625,12.5,Betano,8.0,1.5625
Eintracht Frankfurt vs Borussia Dortmund,Arnaud Kalimuendo,Yes,2.25,Open,Spiller scorer | Arnaud Kalimuendo,nan,3.5,Open,2026-01-09T19:30:00+00:00,,,,2.25,3.5,,0.6428571428571429,1.5555555555555556,,,,,3.5,Expekt,2.25,1.5555555555555556
Eintracht Frankfurt vs Borussia Dortmund,Serhou Guirassy,Over 4.5,,,Spillers samlede antal skud | Serhou Guirassy,,2.8,Open,2026-01-09T19:30:00+00:00,4.35,Open,2026-01-09T19:30:00+00:00,,2.8,4.35,,,,,0.6436781609195402,1.5535714285714286,4.35,Betano,2.8,1.5535714285714286
Eintracht Frankfurt vs Borussia Dortmund,Rasmus Kristensen,Yes,,,Spiller scorer | Rasmus Kristensen,,11.0,Open,2026-01-09T19:30:00+00:00,7.1,Open,2026-01-09T19:30:00+00:00,,11.0,7.1,,,,,1.5492957746478875,0.6454545454545454,11.0,Expekt,7.1,1.5492957746478875
Eintracht Frankfurt vs Borussia Dortmund,Can Uzun,Over 5.5,,,Spillers samlede antal skud | Can Uzun,,17.0,Open,2026-01-09T19:30:00+00:00,11.0,Open,2026-01-09T19:30:00+00:00,,17.0,11.0,,,,,1.5454545454545454,0.6470588235294118,17.0,Expekt,11.0,1.5454545454545454
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Over 1.5,20.0,Open,Antal afslutninger på mål | Mahmoud Dahoud,nan,9.5,Open,2026-01-09T19:30:00+00:00,13.0,Open,2026-01-09T19:30:00+00:00,20.0,9.5,13.0,2.1052631578947367,0.475,1.5384615384615385,0.65,0.7307692307692307,1.368421052631579,20.0,Betinia,13.0,1.5384615384615385
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Over 1.5,,,Spillers samlede antal skud | Mario Gotze,,1.4,Open,2026-01-09T19:30:00+00:00,2.15,Open,2026-01-09T19:30:00+00:00,,1.4,2.15,,,,,0.6511627906976744,1.5357142857142858,2.15,Betano,1.4,1.5357142857142858
Eintracht Frankfurt vs Borussia Dortmund,Ansgar Knauff,Yes,3.2,Open,Spiller scorer | Ansgar Knauff,nan,3.4,Open,2026-01-09T19:30:00+00:00,5.2,Open,2026-01-09T19:30:00+00:00,3.2,3.4,5.2,0.9411764705882354,1.0625,0.6153846153846154,1.625,0.6538461538461539,1.5294117647058825,5.2,Betano,3.4,1.5294117647058825
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Over 1.5,2.4546,Open,Spillers samlede antal skud | Daniel Svensson,nan,1.91,Open,2026-01-09T19:30:00+00:00,3.75,Open,2026-01-09T19:30:00+00:00,2.4546,1.91,3.75,1.2851308900523561,0.7781308563513403,0.65456,1.5277438279149351,0.5093333333333333,1.9633507853403143,3.75,Betano,2.4546,1.5277438279149351
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Over 1.5,4.2,Open,Spillers samlede antal tacklinger | Julian Brandt,nan,2.75,Open,2026-01-09T19:30:00+00:00,,,,4.2,2.75,,1.5272727272727273,0.6547619047619048,,,,,4.2,Betinia,2.75,1.5272727272727273
Eintracht Frankfurt vs Borussia Dortmund,Julien Duranville,Over 2.5,,,Antal afslutninger på mål | Julien Duranville,,9.5,Open,2026-01-09T19:30:00+00:00,14.5,Open,2026-01-09T19:30:00+00:00,,9.5,14.5,,,,,0.6551724137931034,1.5263157894736843,14.5,Betano,9.5,1.5263157894736843
Eintracht Frankfurt vs Borussia Dortmund,Carney Chukwuemeka,Over 2.5,2.5455,Open,Spillers samlede antal skud | Carney Chukwuemeka,nan,2.4,Open,2026-01-09T19:30:00+00:00,3.85,Open,2026-01-09T19:30:00+00:00,2.5455,2.4,3.85,1.0606250000000002,0.9428403064230996,0.6611688311688312,1.5124729915537223,0.6233766233766234,1.6041666666666667,3.85,Betano,2.5455,1.5124729915537223
Eintracht Frankfurt vs Borussia Dortmund,Julien Duranville,Yes,4.0,Open,Spiller får kort | Julien Duranville,nan,4.5,Open,2026-01-09T19:30:00+00:00,6.8,Open,2026-01-09T19:30:00+00:00,4.0,4.5,6.8,0.8888888888888888,1.125,0.5882352941176471,1.7,0.6617647058823529,1.511111111111111,6.8,Betano,4.5,1.511111111111111
Eintracht Frankfurt vs Borussia Dortmund,Hugo Larsson,Over 1.5,2.1,Open,Spillers samlede antal tacklinger | Hugo Larsson,nan,1.4,Open,2026-01-09T19:30:00+00:00,,,,2.1,1.4,,1.5000000000000002,0.6666666666666666,,,,,2.1,Betinia,1.4,1.5000000000000002
Eintracht Frankfurt vs Borussia Dortmund,Julien Duranville,Over 4.5,,,Spillers samlede antal skud | Julien Duranville,,10.0,Open,2026-01-09T19:30:00+00:00,15.0,Open,2026-01-09T19:30:00+00:00,,10.0,15.0,,,,,0.6666666666666666,1.5,15.0,Betano,10.0,1.5
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Over 0.5,1.3847,Open,Spillers samlede antal skud | Nathaniel Brown,nan,1.18,Open,2026-01-09T19:30:00+00:00,2.07,Open,2026-01-09T19:30:00+00:00,1.3847,1.18,2.07,1.1734745762711865,0.8521701451577959,0.668937198067633,1.4949086444717266,0.5700483091787439,1.7542372881355932,2.07,Betano,1.3847,1.4949086444717266
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Over 1.5,,,Antal afslutninger på mål | Mario Gotze,,5.0,Open,2026-01-09T19:30:00+00:00,7.4,Open,2026-01-09T19:30:00+00:00,,5.0,7.4,,,,,0.6756756756756757,1.48,7.4,Betano,5.0,1.48
Eintracht Frankfurt vs Borussia Dortmund,Michael Zetterer,Yes,,,Spiller får kort | Michael Zetterer,,9.0,Open,2026-01-09T19:30:00+00:00,6.1,Open,2026-01-09T19:30:00+00:00,,9.0,6.1,,,,,1.4754098360655739,0.6777777777777777,9.0,Expekt,6.1,1.4754098360655739
Eintracht Frankfurt vs Borussia Dortmund,Ansgar Knauff,Over 2.5,,,Antal afslutninger på mål | Ansgar Knauff,,9.5,Open,2026-01-09T19:30:00+00:00,14.0,Open,2026-01-09T19:30:00+00:00,,9.5,14.0,,,,,0.6785714285714286,1.4736842105263157,14.0,Betano,9.5,1.4736842105263157
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Over 2.5,,,Antal afslutninger på mål | Nathaniel Brown,,17.0,Open,2026-01-09T19:30:00+00:00,25.0,Open,2026-01-09T19:30:00+00:00,,17.0,25.0,,,,,0.68,1.4705882352941178,25.0,Betano,17.0,1.4705882352941178
Eintracht Frankfurt vs Borussia Dortmund,Yan Couto,Yes,,,Spiller får kort | Yan Couto,,3.6,Open,2026-01-09T19:30:00+00:00,2.45,Open,2026-01-09T19:30:00+00:00,,3.6,2.45,,,,,1.4693877551020407,0.6805555555555556,3.6,Expekt,2.45,1.4693877551020407
Eintracht Frankfurt vs Borussia Dortmund,Ansgar Knauff,Over 1.5,1.1539,Open,Spillers samlede antal skud | Ansgar Knauff,nan,1.3,Open,2026-01-09T19:30:00+00:00,1.91,Open,2026-01-09T19:30:00+00:00,1.1539,1.3,1.91,0.8876153846153845,1.126614091342404,0.6041361256544503,1.6552560880492244,0.680628272251309,1.4692307692307691,1.91,Betano,1.3,1.4692307692307691
Eintracht Frankfurt vs Borussia Dortmund,Carney Chukwuemeka,Over 0.5,2.8572,Open,Spillers samlede antal assister | Carney Chukwuemeka,nan,4.5,Open,2026-01-09T19:30:00+00:00,6.6,Open,2026-01-09T19:30:00+00:00,2.8572,4.5,6.6,0.6349333333333333,1.5749685006299874,0.43290909090909097,2.309953800923981,0.6818181818181819,1.4666666666666666,6.6,Betano,4.5,1.4666666666666666
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Over 3.5,,,Spillers samlede antal skud | Mahmoud Dahoud,,11.0,Open,2026-01-09T19:30:00+00:00,7.5,Open,2026-01-09T19:30:00+00:00,,11.0,7.5,,,,,1.4666666666666666,0.6818181818181818,11.0,Expekt,7.5,1.4666666666666666
Eintracht Frankfurt vs Borussia Dortmund,Yan Couto,Over 0.5,,,Spillers samlede antal skud | Yan Couto,,1.14,Open,2026-01-09T19:30:00+00:00,1.67,Open,2026-01-09T19:30:00+00:00,,1.14,1.67,,,,,0.6826347305389221,1.4649122807017545,1.67,Betano,1.14,1.4649122807017545
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Yes,4.0,Open,Spiller får kort | Daniel Svensson,nan,8.0,Open,2026-01-09T19:30:00+00:00,5.5,Open,2026-01-09T19:30:00+00:00,4.0,8.0,5.5,0.5,2.0,0.7272727272727273,1.375,1.4545454545454546,0.6875,8.0,Expekt,5.5,1.4545454545454546
Eintracht Frankfurt vs Borussia Dortmund,Emre Can,Over 2.5,,,Spillers samlede antal skud | Emre Can,,10.0,Open,2026-01-09T19:30:00+00:00,14.5,Open,2026-01-09T19:30:00+00:00,,10.0,14.5,,,,,0.6896551724137931,1.45,14.5,Betano,10.0,1.45
Eintracht Frankfurt vs Borussia Dortmund,Nico Schlotterbeck,Over 2.5,,,Spillers samlede antal skud | Nico Schlotterbeck,,10.0,Open,2026-01-09T19:30:00+00:00,14.5,Open,2026-01-09T19:30:00+00:00,,10.0,14.5,,,,,0.6896551724137931,1.45,14.5,Betano,10.0,1.45
Eintracht Frankfurt vs Borussia Dortmund,Niklas Sule,Over 1.5,5.5,Open,Spiller Frispark Begået | Niklas Sule,nan,3.8,Open,2026-01-09T19:30:00+00:00,,,,5.5,3.8,,1.4473684210526316,0.6909090909090909,,,,,5.5,Betinia,3.8,1.4473684210526316
Eintracht Frankfurt vs Borussia Dortmund,Julien Duranville,Yes,6.5,Open,Spiller scorer | Julien Duranville,nan,4.5,Open,2026-01-09T19:30:00+00:00,4.45,Open,2026-01-09T19:30:00+00:00,6.5,4.5,4.45,1.4444444444444444,0.6923076923076923,1.4606741573033708,0.6846153846153846,1.0112359550561798,0.9888888888888889,6.5,Betinia,4.5,1.4444444444444444
Eintracht Frankfurt vs Borussia Dortmund,Niklas Sule,Over 1.5,4.5,Open,Spillers samlede antal skud | Niklas Sule,nan,6.5,Open,2026-01-09T19:30:00+00:00,,,,4.5,6.5,,0.6923076923076923,1.4444444444444444,,,,,6.5,Expekt,4.5,1.4444444444444444
Eintracht Frankfurt vs Borussia Dortmund,Ritsu Doan,Over 1.5,2.2,Open,Spillers samlede antal tacklinger | Ritsu Doan,nan,1.53,Open,2026-01-09T19:30:00+00:00,,,,2.2,1.53,,1.4379084967320261,0.6954545454545454,,,,,2.2,Betinia,1.53,1.4379084967320261
Eintracht Frankfurt vs Borussia Dortmund,Nnamdi Collins,Over 1.5,,,Spillers samlede antal skud | Nnamdi Collins,,5.5,Open,2026-01-09T19:30:00+00:00,7.9,Open,2026-01-09T19:30:00+00:00,,5.5,7.9,,,,,0.6962025316455696,1.4363636363636365,7.9,Betano,5.5,1.4363636363636365
Eintracht Frankfurt vs Borussia Dortmund,Filippo Calixte Mane,Over 0.5,7.5,Open,Spillers samlede antal assister | Filippo Calixte Mane,nan,,,,10.75,Open,2026-01-09T19:30:00+00:00,7.5,,10.75,,,0.6976744186046512,1.4333333333333333,,,10.75,Betano,7.5,1.4333333333333333
Eintracht Frankfurt vs Borussia Dortmund,Serhou Guirassy,Over 3.5,,,Spillers samlede antal skud | Serhou Guirassy,,1.75,Open,2026-01-09T19:30:00+00:00,2.5,Open,2026-01-09T19:30:00+00:00,,1.75,2.5,,,,,0.7,1.4285714285714286,2.5,Betano,1.75,1.4285714285714286
Eintracht Frankfurt vs Borussia Dortmund,Nnamdi Collins,Yes,,,Spiller scorer | Nnamdi Collins,,13.0,Open,2026-01-09T19:30:00+00:00,18.5,Open,2026-01-09T19:30:00+00:00,,13.0,18.5,,,,,0.7027027027027027,1.4230769230769231,18.5,Betano,13.0,1.4230769230769231
Eintracht Frankfurt vs Borussia Dortmund,Julien Duranville,Over 3.5,,,Spillers samlede antal skud | Julien Duranville,,5.5,Open,2026-01-09T19:30:00+00:00,7.8,Open,2026-01-09T19:30:00+00:00,,5.5,7.8,,,,,0.7051282051282052,1.4181818181818182,7.8,Betano,5.5,1.4181818181818182
Eintracht Frankfurt vs Borussia Dortmund,Filippo Calixte Mane,Over 0.5,1.52,Open,Spillers samlede antal skud | Filippo Calixte Mane,nan,,,,2.15,Open,2026-01-09T19:30:00+00:00,1.52,,2.15,,,0.7069767441860465,1.4144736842105263,,,2.15,Betano,1.52,1.4144736842105263
Eintracht Frankfurt vs Borussia Dortmund,Hugo Larsson,Over 2.5,,,Spillers samlede antal skud | Hugo Larsson,,12.0,Open,2026-01-09T19:30:00+00:00,8.5,Open,2026-01-09T19:30:00+00:00,,12.0,8.5,,,,,1.411764705882353,0.7083333333333334,12.0,Expekt,8.5,1.411764705882353
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Over 2.5,,,Spillers samlede antal skud | Julian Ryerson,,8.5,Open,2026-01-09T19:30:00+00:00,12.0,Open,2026-01-09T19:30:00+00:00,,8.5,12.0,,,,,0.7083333333333334,1.411764705882353,12.0,Betano,8.5,1.411764705882353
Eintracht Frankfurt vs Borussia Dortmund,Marcel Sabitzer,Over 3.5,,,Spillers samlede antal skud | Marcel Sabitzer,,8.5,Open,2026-01-09T19:30:00+00:00,12.0,Open,2026-01-09T19:30:00+00:00,,8.5,12.0,,,,,0.7083333333333334,1.411764705882353,12.0,Betano,8.5,1.411764705882353
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Over 1.5,1.875,Open,Spillers samlede antal tacklinger | Mahmoud Dahoud,nan,1.33,Open,2026-01-09T19:30:00+00:00,,,,1.875,1.33,,1.4097744360902256,0.7093333333333334,,,,,1.875,Betinia,1.33,1.4097744360902256
Eintracht Frankfurt vs Borussia Dortmund,Can Uzun,Over 3.5,,,Spillers samlede antal skud | Can Uzun,,4.5,Open,2026-01-09T19:30:00+00:00,3.2,Open,2026-01-09T19:30:00+00:00,,4.5,3.2,,,,,1.40625,0.7111111111111111,4.5,Expekt,3.2,1.40625
Eintracht Frankfurt vs Borussia Dortmund,Salih Özcan,Over 0.5,5.5,Open,Spillers samlede antal assister | Salih Özcan,nan,,,,7.7,Open,2026-01-09T19:30:00+00:00,5.5,,7.7,,,0.7142857142857143,1.4000000000000001,,,7.7,Betano,5.5,1.4000000000000001
Eintracht Frankfurt vs Borussia Dortmund,Niklas Sule,Yes,5.0,Open,Spiller får kort | Niklas Sule,nan,7.0,Open,2026-01-09T19:30:00+00:00,,,,5.0,7.0,,0.7142857142857143,1.4,,,,,7.0,Expekt,5.0,1.4
Eintracht Frankfurt vs Borussia Dortmund,Younes Ebnoutalib,Over 3.5,,,Antal afslutninger på mål | Younes Ebnoutalib,,15.0,Open,2026-01-09T19:30:00+00:00,21.0,Open,2026-01-09T19:30:00+00:00,,15.0,21.0,,,,,0.7142857142857143,1.4,21.0,Betano,15.0,1.4
Eintracht Frankfurt vs Borussia Dortmund,Love Arrhov,Yes,6.5,Open,Spiller får kort | Love Arrhov,nan,9.0,Open,2026-01-09T19:30:00+00:00,,,,6.5,9.0,,0.7222222222222222,1.3846153846153846,,,,,9.0,Expekt,6.5,1.3846153846153846
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Over 2.5,,,Antal afslutninger på mål | Mario Gotze,,13.0,Open,2026-01-09T19:30:00+00:00,18.0,Open,2026-01-09T19:30:00+00:00,,13.0,18.0,,,,,0.7222222222222222,1.3846153846153846,18.0,Betano,13.0,1.3846153846153846
Eintracht Frankfurt vs Borussia Dortmund,Ritsu Doan,Over 2.5,,,Antal afslutninger på mål | Ritsu Doan,,12.0,Open,2026-01-09T19:30:00+00:00,16.5,Open,2026-01-09T19:30:00+00:00,,12.0,16.5,,,,,0.7272727272727273,1.375,16.5,Betano,12.0,1.375
Eintracht Frankfurt vs Borussia Dortmund,Younes Ebnoutalib,Over 1.5,1.1819,Open,Spillers samlede antal skud | Younes Ebnoutalib,nan,1.22,Open,2026-01-09T19:30:00+00:00,1.67,Open,2026-01-09T19:30:00+00:00,1.1819,1.22,1.67,0.9687704918032787,1.0322362297994754,0.7077245508982036,1.412979101446823,0.7305389221556886,1.3688524590163935,1.67,Betano,1.22,1.3688524590163935
Eintracht Frankfurt vs Borussia Dortmund,Robin Koch,Yes,11.0,Open,Spiller scorer | Robin Koch,nan,11.0,Open,2026-01-09T19:30:00+00:00,15.0,Open,2026-01-09T19:30:00+00:00,11.0,11.0,15.0,1.0,1.0,0.7333333333333333,1.3636363636363635,0.7333333333333333,1.3636363636363635,15.0,Betano,11.0,1.3636363636363635
Eintracht Frankfurt vs Borussia Dortmund,Aurele Amenda,Over 0.5,1.1539,Open,Spiller Frispark Begået | Aurele Amenda,nan,1.57,Open,2026-01-09T19:30:00+00:00,,,,1.1539,1.57,,0.734968152866242,1.3606031718519804,,,,,1.57,Expekt,1.1539,1.3606031718519804
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Over 2.5,2.8572,Open,Spillers samlede antal tacklinger | Mahmoud Dahoud,nan,2.1,Open,2026-01-09T19:30:00+00:00,,,,2.8572,2.1,,1.3605714285714285,0.7349853002939941,,,,,2.8572,Betinia,2.1,1.3605714285714285
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Over 5.5,,,Spillers samlede antal skud | Mario Gotze,,17.0,Open,2026-01-09T19:30:00+00:00,23.0,Open,2026-01-09T19:30:00+00:00,,17.0,23.0,,,,,0.7391304347826086,1.3529411764705883,23.0,Betano,17.0,1.3529411764705883
Eintracht Frankfurt vs Borussia Dortmund,Filippo Calixte Mane,Yes,3.0,Open,Spiller får kort | Filippo Calixte Mane,nan,,,,4.05,Open,2026-01-09T19:30:00+00:00,3.0,,4.05,,,0.7407407407407408,1.3499999999999999,,,4.05,Betano,3.0,1.3499999999999999
Eintracht Frankfurt vs Borussia Dortmund,Ritsu Doan,Over 1.5,1.4,Open,Spillers samlede antal skud | Ritsu Doan,nan,1.5,Open,2026-01-09T19:30:00+00:00,2.02,Open,2026-01-09T19:30:00+00:00,1.4,1.5,2.02,0.9333333333333332,1.0714285714285714,0.693069306930693,1.442857142857143,0.7425742574257426,1.3466666666666667,2.02,Betano,1.5,1.3466666666666667
Eintracht Frankfurt vs Borussia Dortmund,Younes Ebnoutalib,Yes,2.8,Open,Spiller scorer | Younes Ebnoutalib,nan,3.5,Open,2026-01-09T19:30:00+00:00,4.7,Open,2026-01-09T19:30:00+00:00,2.8,3.5,4.7,0.7999999999999999,1.25,0.5957446808510638,1.6785714285714288,0.7446808510638298,1.342857142857143,4.7,Betano,3.5,1.342857142857143
